2007	0	2605.199247
2007	0.020833333	2605.202247
2007	0.041666667	2605.203247
2007	0.0625	2605.203247
2007	0.083333333	2605.203247
2007	0.104166667	2605.207247
2007	0.125	2605.208717
2007	0.145833333	2605.202657
2007	0.166666667	2605.204657
2007	0.1875	2605.206657
2007	0.208333333	2605.209657
2007	0.229166667	2605.209657
2007	0.25	2605.210657
2007	0.270833333	2605.205229
2007	0.291666667	2605.207229
2007	0.3125	2605.205657
2007	0.333333333	2605.204657
2007	0.354166667	2605.204657
2007	0.375	2605.199229
2007	0.395833333	2605.202169
2007	0.416666667	2605.205169
2007	0.4375	2605.200169
2007	0.458333333	2605.198169
2007	0.479166667	2605.200169
2007	0.5	2605.198657
2007	0.520833333	2605.200169
2007	0.541666667	2605.198169
2007	0.5625	2605.193519
2007	0.583333333	2605.195519
2007	0.604166667	2605.196519
2007	0.625	2605.192519
2007	0.645833333	2605.188459
2007	0.666666667	2605.190459
2007	0.6875	2605.185441
2007	0.708333333	2605.185441
2007	0.729166667	2605.189441
2007	0.75	2605.186441
2007	0.770833333	2605.193459
2007	0.791666667	2605.190459
2007	0.8125	2605.191049
2007	0.833333333	2605.189049
2007	0.854166667	2605.196049
2007	0.875	2605.193989
2007	0.895833333	2605.197519
2007	0.916666667	2605.200519
2007	0.9375	2605.202989
2007	0.958333333	2605.204989
2007	0.979166667	2605.210989
2007	1	2605.212399
2007	1.020833333	2605.207381
2007	1.041666667	2605.214381
2007	1.0625	2605.209851
2007	1.083333333	2605.216851
2007	1.104166667	2605.219851
2007	1.125	2605.221201
2007	1.145833333	2605.222731
2007	1.166666667	2605.219731
2007	1.1875	2605.224321
2007	1.208333333	2605.223321
2007	1.229166667	2605.224321
2007	1.25	2605.220141
2007	1.270833333	2605.221201
2007	1.291666667	2605.221201
2007	1.3125	2605.222261
2007	1.333333333	2605.220261
2007	1.354166667	2605.221261
2007	1.375	2605.217201
2007	1.395833333	2605.221261
2007	1.416666667	2605.220261
2007	1.4375	2605.220141
2007	1.458333333	2605.219141
2007	1.479166667	2605.215141
2007	1.5	2605.214731
2007	1.520833333	2605.215261
2007	1.541666667	2605.216261
2007	1.5625	2605.210141
2007	1.583333333	2605.215141
2007	1.604166667	2605.206141
2007	1.625	2605.211653
2007	1.645833333	2605.211653
2007	1.666666667	2605.209653
2007	1.6875	2605.208593
2007	1.708333333	2605.206593
2007	1.729166667	2605.208593
2007	1.75	2605.203533
2007	1.770833333	2605.202593
2007	1.791666667	2605.201593
2007	1.8125	2605.209731
2007	1.833333333	2605.205731
2007	1.854166667	2605.199731
2007	1.875	2605.202321
2007	1.895833333	2605.203911
2007	1.916666667	2605.201911
2007	1.9375	2605.199321
2007	1.958333333	2605.203321
2007	1.979166667	2605.202321
2007	2	2605.203791
2007	2.020833333	2605.204791
2007	2.041666667	2605.203791
2007	2.0625	2605.203791
2007	2.083333333	2605.205791
2007	2.104166667	2605.202791
2007	2.125	2605.204261
2007	2.145833333	2605.205671
2007	2.166666667	2605.207671
2007	2.1875	2605.203141
2007	2.208333333	2605.202141
2007	2.229166667	2605.203141
2007	2.25	2605.204731
2007	2.270833333	2605.209321
2007	2.291666667	2605.205321
2007	2.3125	2605.202381
2007	2.333333333	2605.204381
2007	2.354166667	2605.203381
2007	2.375	2605.199441
2007	2.395833333	2605.200851
2007	2.416666667	2605.200851
2007	2.4375	2605.201911
2007	2.458333333	2605.199911
2007	2.479166667	2605.198911
2007	2.5	2605.198869
2007	2.520833333	2605.193399
2007	2.541666667	2605.196399
2007	2.5625	2605.195399
2007	2.583333333	2605.193399
2007	2.604166667	2605.194399
2007	2.625	2605.194399
2007	2.645833333	2605.191441
2007	2.666666667	2605.194441
2007	2.6875	2605.190381
2007	2.708333333	2605.192381
2007	2.729166667	2605.188381
2007	2.75	2605.186441
2007	2.770833333	2605.184869
2007	2.791666667	2605.181869
2007	2.8125	2605.187109
2007	2.833333333	2605.179109
2007	2.854166667	2605.178109
2007	2.875	2605.180597
2007	2.895833333	2605.179169
2007	2.916666667	2605.180169
2007	2.9375	2605.181597
2007	2.958333333	2605.181597
2007	2.979166667	2605.180597
2007	3	2605.182169
2007	3.020833333	2605.187127
2007	3.041666667	2605.187127
2007	3.0625	2605.190187
2007	3.083333333	2605.189187
2007	3.104166667	2605.188187
2007	3.125	2605.185127
2007	3.145833333	2605.186187
2007	3.166666667	2605.185187
